,Name,Platform,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
1023,Dragon's Dogma,PS3,2012,0.41,0.44,0.72,0.17,1.74,78.0,38,8.3,444
1026,The Order: 1886,PS4,2015,0.61,0.78,0.06,0.27,1.74,63.0,94,6.6,3172
1027,SSX Tricky,PS2,2001,0.85,0.66,0.0,0.22,1.73,92.0,33,8.9,71
1028,Knack,PS4,2013,0.43,0.68,0.42,0.2,1.73,54.0,83,6.5,1074
1033,Hitman: Absolution,X360,2012,0.68,0.88,0.01,0.17,1.73,79.0,51,7.1,453
1035,The Crew,PS4,2014,0.35,1.08,0.03,0.26,1.72,61.0,60,5.4,575
1039,Star Ocean: Till The End of Time,PS2,2003,0.8,0.21,0.55,0.15,1.72,80.0,55,7.7,134
1040,Call of Duty: Modern Warfare 3,PC,2011,0.41,0.98,0.0,0.32,1.72,78.0,26,2.5,5664
1041,Dishonored,X360,2012,1.06,0.5,0.01,0.14,1.71,88.0,56,7.9,815
1044,Ace Combat 5: The Unsung War,PS2,2004,0.88,0.34,0.32,0.18,1.71,84.0,57,9.1,81
1052,Portal 2,PS3,2011,0.83,0.6,0.02,0.24,1.7,95.0,54,8.4,937
1055,The Sims 3: Late Night Expansion Pack,PC,2010,0.59,0.87,0.0,0.23,1.7,74.0,17,5.3,77
1056,No Man's Sky,PS4,2016,0.63,0.76,0.03,0.27,1.7,71.0,94,4.5,5096
1059,SOCOM 3: U.S. Navy SEALs,PS2,2005,1.22,0.34,0.04,0.1,1.69,82.0,59,8.8,64
1060,BioShock Infinite,PS3,2013,0.72,0.65,0.04,0.28,1.69,94.0,27,8.5,1863
1068,Resident Evil 4,GC,2005,0.98,0.42,0.22,0.06,1.69,96.0,82,9.4,767
1071,Need For Speed: Undercover,X360,2008,0.79,0.7,0.01,0.18,1.68,64.0,62,5.9,104
1074,Sonic Colors,Wii,2010,0.92,0.6,0.01,0.15,1.68,78.0,58,8.5,301
1075,Saints Row 2,PS3,2008,0.88,0.54,0.02,0.25,1.68,82.0,50,7.9,135
1078,Sid Meier's Civilization V,PC,2010,0.98,0.52,0.0,0.17,1.68,90.0,70,7.9,2280
1081,Metroid Fusion,GBA,2002,1.18,0.27,0.17,0.06,1.68,92.0,44,9.1,200
1084,SSX 3,PS2,2003,0.93,0.52,0.0,0.22,1.67,93.0,41,9.1,125
1086,Star Wars: Battlefront II,XB,2005,1.22,0.39,0.0,0.06,1.67,83.0,40,8.9,106
1091,Dragon Age: Origins,PS3,2009,0.96,0.42,0.08,0.21,1.67,87.0,41,7.9,597
1093,NCAA Football 2004,PS2,2003,1.35,0.09,0.0,0.23,1.67,94.0,15,8.8,81
1095,StarCraft II: Heart of the Swarm,PC,2013,0.83,0.66,0.0,0.18,1.67,86.0,68,7.9,1346
1097,Until Dawn,PS4,2015,0.45,0.9,0.05,0.26,1.66,79.0,103,8.2,2161
1103,Saints Row IV,X360,2013,1.01,0.5,0.01,0.13,1.66,81.0,42,6.5,325
1105,LEGO Batman 2: DC Super Heroes,X360,2012,0.9,0.61,0.0,0.15,1.66,79.0,59,7.2,114
1106,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,0.96,0.12,0.54,0.04,1.66,72.0,29,8.4,71
1107,Dark Souls III,PS4,2016,0.65,0.45,0.34,0.22,1.65,89.0,69,8.8,1940
1109,Kirby's Return to Dreamland,Wii,2011,0.58,0.21,0.79,0.07,1.65,77.0,49,8.5,156
1110,Mario Party 6,GC,2004,0.9,0.11,0.6,0.05,1.65,71.0,33,7.9,51
1113,Need for Speed Carbon,X360,2006,0.76,0.69,0.02,0.18,1.65,77.0,52,6.3,82
1114,Heavenly Sword,PS3,2007,0.57,0.72,0.06,0.29,1.65,79.0,64,8.3,544
1116,MySims,Wii,2007,0.9,0.54,0.04,0.17,1.65,68.0,38,7.2,56
1118,Army of Two,X360,2008,1.09,0.37,0.02,0.16,1.64,72.0,76,7.6,233
1124,Prince of Persia: Warrior Within,PS2,2004,0.54,0.88,0.0,0.22,1.64,83.0,51,8.5,120
1125,Far Cry 4,XOne,2014,0.8,0.69,0.01,0.14,1.63,82.0,15,7.5,383
1126,ESPN NFL 2K5,XB,2004,1.54,0.02,0.0,0.07,1.63,92.0,42,9.1,93
1127,Beyond: Two Souls,PS3,2013,0.52,0.8,0.06,0.26,1.63,70.0,98,8.1,2652
1128,Pikmin,GC,2001,0.78,0.25,0.56,0.04,1.63,89.0,39,8.7,121
1131,Call of Duty: Black Ops,PC,0,0.58,0.81,0.0,0.23,1.63,81.0,29,5.2,1651
1132,Ape Escape,PS,1999,0.71,0.48,0.32,0.11,1.63,90.0,19,8.8,53
1134,Max Payne 3,X360,2012,0.86,0.62,0.01,0.13,1.62,86.0,80,7.8,869
1135,Viva Pinata,X360,2006,0.45,0.95,0.02,0.2,1.62,84.0,65,8,131
1137,Kinectimals,X360,2010,1.02,0.46,0.0,0.13,1.62,74.0,50,3.1,69
1138,Kirby Air Ride,GC,2003,1.01,0.11,0.45,0.04,1.62,61.0,28,7.9,69
1139,LEGO Marvel Super Heroes,PS4,2013,0.59,0.76,0.01,0.26,1.62,83.0,22,7.7,262
1142,Rock Band,PS3,0,0.99,0.41,0.0,0.22,1.62,92.0,35,8.4,107
1147,Super Mario Strikers,GC,2005,0.98,0.38,0.2,0.04,1.61,76.0,39,8.7,55
1149,Rage,X360,2011,0.82,0.6,0.03,0.15,1.6,81.0,77,6.7,559
1155,Just Cause 2,X360,2010,0.59,0.83,0.02,0.17,1.6,81.0,74,8,267
1156,Silent Hill,PS,1999,0.71,0.48,0.3,0.1,1.6,86.0,17,9.2,326
1157,Sonic Heroes,GC,2003,1.05,0.44,0.06,0.04,1.6,72.0,49,7.8,125
1160,Diablo,PC,1996,0.01,1.58,0.0,0.0,1.59,94.0,12,8.7,850
1161,Far Cry 2,X360,2008,0.71,0.69,0.02,0.18,1.59,85.0,75,6.7,288
1162,The Legend of Zelda: Twilight Princess,GC,2006,1.15,0.36,0.04,0.04,1.59,96.0,16,9.2,568
1167,Pokemon Battle Revolution,Wii,2006,0.78,0.37,0.3,0.13,1.58,53.0,34,6.7,106
1168,Kingdom Hearts 3D: Dream Drop Distance,3DS,2012,0.88,0.26,0.34,0.1,1.58,75.0,54,8.2,267
1170,SoulCalibur IV,X360,2008,0.92,0.43,0.07,0.15,1.58,85.0,62,7.9,157
1172,Sonic Generations,PS3,2011,0.6,0.69,0.02,0.26,1.58,76.0,38,8.2,253
1174,Mario Party 10,WiiU,2015,0.69,0.53,0.24,0.12,1.58,66.0,66,6.5,279
1175,Devil May Cry 4,PS3,2008,0.58,0.45,0.34,0.2,1.57,84.0,63,8.2,311
1176,Dead Rising 3,XOne,2013,1.06,0.35,0.01,0.15,1.57,78.0,69,6.8,908
1179,Gears of War: Judgment,X360,2013,0.92,0.5,0.03,0.12,1.57,79.0,81,5.4,779
1180,Watch Dogs,XOne,2014,0.9,0.53,0.0,0.14,1.57,78.0,15,5.8,712
1183,Madden NFL 15,XOne,2014,1.31,0.09,0.0,0.16,1.57,80.0,19,6.4,138
1185,Mario Party 7,GC,2005,0.95,0.11,0.46,0.04,1.57,64.0,25,7.9,53
1186,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,0.17,0.02,1.36,0.02,1.57,84.0,46,8.5,57
1190,Need for Speed: Most Wanted,X360,2012,0.62,0.78,0.01,0.15,1.56,83.0,54,8.5,134
1196,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,0.57,0.43,0.44,0.12,1.56,54.0,26,9,133
1203,LEGO Harry Potter: Years 1-4,X360,2010,0.95,0.46,0.0,0.14,1.55,79.0,58,8,62
1208,Wolfenstein: The New Order,PS4,2014,0.47,0.8,0.03,0.24,1.55,79.0,73,8.1,1116
1209,Mafia II,X360,2010,0.85,0.55,0.0,0.15,1.55,74.0,79,7.8,458
1211,BioShock 2,PS3,2010,0.85,0.46,0.02,0.22,1.54,88.0,62,8.2,492
1212,Dark Cloud,PS2,2000,0.83,0.44,0.08,0.19,1.54,80.0,27,8.2,99
1213,Warcraft III: The Frozen Throne,PC,2003,0.58,0.87,0.0,0.09,1.54,88.0,23,9,713
1215,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,1.4,0.02,0.02,0.1,1.54,90.0,78,8,215
1219,Uncharted: Golden Abyss,PSV,2011,0.53,0.66,0.13,0.22,1.53,80.0,80,7.4,770
1221,Pro Evolution Soccer 2013,PS3,2012,0.18,0.63,0.49,0.24,1.53,82.0,37,6.7,146
1224,Dishonored,PS3,2012,0.72,0.52,0.04,0.25,1.53,89.0,35,7.9,781
1225,Mario Golf: Toadstool Tour,GC,2003,1.09,0.15,0.25,0.04,1.53,81.0,49,8,56
1227,Call of Duty: Black Ops II,PC,2012,0.64,0.69,0.0,0.19,1.53,74.0,11,4.2,1635
1228,Resident Evil: The Umbrella Chronicles,Wii,2007,0.67,0.43,0.29,0.14,1.52,75.0,47,7.6,122
1231,Donkey Kong Country: Tropical Freeze,WiiU,2014,0.7,0.55,0.16,0.12,1.52,83.0,77,8.9,712
1238,Fight Night Round 4,PS3,2009,0.92,0.4,0.0,0.2,1.52,88.0,46,7.6,95
1239,Super Monkey Ball 2,GC,2002,1.11,0.31,0.06,0.04,1.52,87.0,34,8.5,51
1243,Dead Space 2,X360,2011,0.94,0.44,0.0,0.13,1.51,90.0,83,8.6,679
1252,Football Manager 2012,PC,2011,0.02,1.16,0.0,0.33,1.51,84.0,45,8,172
1253,Ni no Kuni: Wrath of the White Witch,PS3,2011,0.6,0.47,0.21,0.23,1.51,85.0,89,8.6,984
1254,SoulCalibur II,GC,2003,0.99,0.32,0.11,0.08,1.5,93.0,45,9.1,135
1255,Call of Duty 3,PS3,2006,0.6,0.62,0.03,0.26,1.5,80.0,43,6.9,92
1256,Tokyo Xtreme Racer Zero,PS2,2000,0.66,0.52,0.15,0.17,1.5,76.0,15,8.9,64
1264,Star Wars: The Force Unleashed II,PS3,2010,0.8,0.49,0.0,0.21,1.5,63.0,41,6.8,121
1266,Rock Band 2,PS3,2008,1.13,0.2,0.0,0.16,1.49,91.0,24,7.9,88
1267,Final Fantasy: Crystal Chronicles,GC,2003,0.72,0.38,0.36,0.04,1.49,80.0,55,8.1,94
1270,Dead Rising 2,X360,2010,0.75,0.52,0.09,0.12,1.49,79.0,76,6.9,216
1273,Mafia II,PS3,2010,0.5,0.69,0.04,0.26,1.49,75.0,61,7.7,297
1274,Batman: Arkham Knight,XOne,2015,0.88,0.47,0.0,0.14,1.49,85.0,16,6.6,694
1276,Dirge of Cerberus: Final Fantasy VII,PS2,2006,0.47,0.37,0.52,0.12,1.48,57.0,51,6.9,103
1282,Resistance 3,PS3,2011,0.64,0.57,0.05,0.22,1.48,83.0,91,7.8,543
1285,007: Quantum of Solace,X360,2008,0.82,0.51,0.01,0.14,1.48,65.0,69,7.1,71
1289,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,0.82,0.59,0.0,0.07,1.48,93.0,74,8.6,68
1294,Call of Duty Black Ops: Declassified,PSV,2012,0.71,0.43,0.07,0.26,1.47,33.0,58,4.8,479
1295,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,0.93,0.4,0.02,0.12,1.47,79.0,75,7.2,334
1296,Fight Night Round 3,X360,2006,1.33,0.03,0.01,0.1,1.47,86.0,67,8.8,264
1297,Xenogears,PS,1998,0.29,0.19,0.89,0.1,1.46,84.0,15,8.4,204
1304,SoulCalibur IV,PS3,2008,0.72,0.4,0.14,0.2,1.46,85.0,65,7.9,129
1311,Battlefield: Bad Company,X360,2008,0.81,0.46,0.04,0.15,1.46,83.0,70,7.7,263
1312,Homefront,X360,2011,0.83,0.48,0.02,0.12,1.45,70.0,85,6,399
1313,Onimusha 3: Demon Siege,PS2,2004,0.37,0.47,0.54,0.07,1.45,85.0,53,8.6,73
1315,Red Dead Revolver,PS2,2004,0.71,0.55,0.0,0.19,1.45,73.0,42,7.8,70
1316,Resident Evil: Outbreak,PS2,2003,0.54,0.35,0.46,0.1,1.45,71.0,40,8.3,94
1322,Mass Effect 2,PS3,2011,0.78,0.45,0.03,0.19,1.45,94.0,62,8.5,1081
1325,NBA 2K14,PS4,2013,0.89,0.31,0.01,0.23,1.45,85.0,20,6.5,368
1330,Disney Infinity,X360,2013,0.97,0.34,0.0,0.13,1.44,74.0,38,6.5,79
1334,Star Wars: The Force Unleashed II,X360,2010,0.95,0.37,0.0,0.11,1.43,61.0,59,5.7,180
1344,Anno 2070,PC,2011,0.0,1.13,0.0,0.29,1.43,83.0,33,7,493
1347,BioShock,PS3,2008,0.75,0.46,0.01,0.2,1.42,94.0,51,8.7,881
1348,Mass Effect 3,PS3,2012,0.63,0.56,0.03,0.2,1.42,93.0,30,5.5,1849
1351,SimCity (2013),PC,2013,0.48,0.77,0.0,0.17,1.42,64.0,75,2.2,4572
1352,The Legend of Zelda: The Minish Cap,GBA,2004,0.89,0.22,0.22,0.1,1.42,89.0,56,9,203
1356,Dead Space 2,PS3,2011,0.73,0.48,0.0,0.21,1.42,89.0,78,8.4,535
1358,Metal Gear Rising: Revengeance,PS3,2013,0.45,0.37,0.44,0.16,1.42,80.0,61,7.9,746
1360,Rayman Raving Rabbids,Wii,2006,1.22,0.06,0.02,0.11,1.42,76.0,54,7.9,116
1364,Medal of Honor: Warfighter,PS3,2012,0.48,0.62,0.06,0.26,1.41,55.0,22,6,250
1371,Diablo III,X360,2013,0.9,0.39,0.0,0.12,1.41,87.0,42,6.6,384
1372,Twisted Metal: Black,PS2,2001,1.19,0.17,0.0,0.05,1.41,91.0,15,8.4,98
1374,Fight Night Round 4,X360,2009,0.95,0.33,0.0,0.13,1.4,87.0,76,8.1,86
1377,Dead Space,X360,2008,0.89,0.39,0.0,0.13,1.4,89.0,79,8.7,768
1381,Ridge Racer,PSP,2004,0.36,0.44,0.32,0.27,1.4,88.0,58,8.2,65
1386,Forza Horizon 2,XOne,2014,0.5,0.78,0.01,0.11,1.4,86.0,85,8.2,977
1391,Dynasty Warriors 5,PS2,2005,0.24,0.18,0.91,0.06,1.39,69.0,29,8.8,68
1393,Injustice: Gods Among Us,X360,2013,0.97,0.3,0.0,0.11,1.38,81.0,63,7.9,362
1394,Far Cry 2,PS3,2008,0.43,0.69,0.01,0.26,1.38,85.0,49,6.4,241
1395,Yoshi's New Island,3DS,2014,0.48,0.53,0.28,0.09,1.38,64.0,71,6.1,155
1400,Ryse: Son of Rome,XOne,2013,0.83,0.43,0.0,0.13,1.38,60.0,77,6.1,1409
1401,Mortal Kombat X,XOne,2015,1.03,0.21,0.0,0.14,1.38,86.0,21,7.3,279
1403,Rise of the Tomb Raider,XOne,2015,0.55,0.7,0.02,0.11,1.38,86.0,102,8,1288
1405,Sonic Generations,X360,2011,0.71,0.53,0.0,0.13,1.38,77.0,49,8.3,340
1409,Deus Ex: Human Revolution,X360,2011,0.76,0.47,0.02,0.12,1.37,89.0,70,8.3,684
1411,Final Fantasy XII: Revenant Wings,DS,2007,0.33,0.41,0.54,0.1,1.37,81.0,44,6.1,60
1412,Call of Duty: Black Ops,Wii,2010,0.8,0.45,0.0,0.12,1.37,80.0,25,5.8,87
1413,Deus Ex: Human Revolution,PS3,2011,0.5,0.59,0.07,0.22,1.37,89.0,50,8.2,682
1414,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,0.99,0.33,0.0,0.05,1.37,86.0,67,8.6,140
1417,Dead Rising 2,PS3,2010,0.43,0.56,0.15,0.21,1.36,80.0,54,6.7,178
1418,Ridge Racer 7,PS3,2006,0.24,0.7,0.16,0.26,1.36,78.0,45,7.1,52
1419,Tom Clancy's Ghost Recon 2,XB,2004,0.86,0.45,0.0,0.06,1.36,80.0,53,8.9,58
1420,Need for Speed: The Run,X360,2011,0.63,0.57,0.0,0.15,1.36,68.0,65,6,160
1422,Titanfall,X360,2014,0.87,0.34,0.02,0.13,1.36,83.0,21,5.9,371
1428,WWE '13,PS3,2012,0.51,0.6,0.0,0.25,1.35,76.0,24,8.1,99
1433,Burnout Paradise,X360,2008,0.63,0.57,0.01,0.14,1.35,88.0,68,6.9,279
1434,Middle-Earth: Shadow of Mordor,XOne,2014,0.73,0.5,0.01,0.12,1.35,87.0,12,8,585
1435,MotorStorm: Pacific Rift,PS3,2008,0.43,0.65,0.02,0.25,1.35,82.0,63,8,318
1437,Battlefield 4,PC,2013,0.39,0.87,0.0,0.1,1.35,81.0,52,6,3517
1439,Gears of War 4,XOne,2016,0.78,0.44,0.0,0.12,1.35,84.0,96,6.2,815
1445,FIFA Soccer 08,X360,2007,0.31,0.89,0.01,0.14,1.35,82.0,43,7.9,57
1447,Devil May Cry 4,X360,2008,0.79,0.34,0.08,0.13,1.34,84.0,61,8,248
1448,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,0.66,0.44,0.04,0.21,1.34,81.0,32,7.9,93
1449,Metroid: Other M,Wii,2010,0.85,0.27,0.13,0.1,1.34,79.0,71,6.5,482
1450,Crysis 2,X360,2011,0.71,0.49,0.02,0.12,1.34,84.0,72,7.5,533
1451,Chrono Trigger,DS,2008,0.61,0.16,0.49,0.08,1.34,92.0,57,8.9,440
1452,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,0.81,0.28,0.11,0.14,1.34,84.0,56,7.3,147
1454,Doom 3,XB,2005,0.85,0.43,0.0,0.06,1.34,88.0,71,7.4,116
1455,Tom Clancy's Rainbow Six: Siege,XOne,2015,0.77,0.45,0.0,0.12,1.34,74.0,24,6.9,252
1456,F1 2010,PS3,2010,0.25,0.75,0.08,0.26,1.34,84.0,46,7.8,83
1457,Monster Hunter Freedom,PSP,2005,0.24,0.03,1.03,0.04,1.34,71.0,34,8.6,78
1459,Need for Speed Carbon,PS2,2006,1.22,0.05,0.05,0.01,1.34,74.0,26,8.4,60
1460,Lost Planet: Extreme Condition,X360,2006,1.09,0.04,0.1,0.1,1.34,79.0,76,7.1,187
1463,Max Payne 2: The Fall of Max Payne,PS2,2003,0.65,0.51,0.0,0.17,1.34,73.0,27,8.2,63
1464,Battlefield: Bad Company,PS3,2008,0.76,0.35,0.05,0.18,1.34,84.0,50,8.1,203
1465,MVP Baseball 2004,PS2,2004,1.1,0.06,0.0,0.18,1.34,90.0,28,8.6,51
1468,Alan Wake,X360,2010,0.66,0.5,0.05,0.13,1.33,83.0,100,8.1,1156
1474,Metroid Prime 2: Echoes,GC,2004,0.87,0.35,0.07,0.04,1.33,92.0,60,8.8,279
1479,Grand Theft Auto: Chinatown Wars,DS,2009,0.58,0.56,0.05,0.14,1.32,93.0,85,8.3,280
1480,UFC Undisputed 2010,X360,2010,0.9,0.31,0.0,0.11,1.32,84.0,70,6.7,80
1481,World of Warcraft: Wrath of the Lich King,PC,2008,0.01,0.13,0.0,1.18,1.32,91.0,47,7.5,930
1485,Assassin's Creed III: Liberation,PSV,2012,0.53,0.48,0.06,0.24,1.32,70.0,71,7.2,318
1496,Rage,PS3,2011,0.47,0.58,0.06,0.2,1.31,81.0,37,6.2,353
1497,LEGO Harry Potter: Years 1-4,PS3,2010,0.55,0.55,0.0,0.21,1.31,79.0,42,8,52
1499,The Witcher 3: Wild Hunt,XOne,2015,0.69,0.5,0.0,0.11,1.31,91.0,13,9.2,3963
1503,[Prototype],X360,2009,0.84,0.35,0.0,0.12,1.31,78.0,83,7.8,356
1504,Burnout 3: Takedown,XB,2004,0.84,0.43,0.0,0.04,1.31,94.0,76,7.2,139
1505,The Beatles: Rock Band,X360,2009,0.97,0.23,0.0,0.11,1.3,89.0,76,8.6,127
1509,Yoshi's Woolly World,WiiU,2015,0.62,0.47,0.11,0.1,1.3,78.0,83,8.5,376
1514,Tekken 6,X360,2009,0.71,0.41,0.05,0.12,1.3,80.0,59,7,132
1515,Assassin's Creed Syndicate,XOne,2015,0.62,0.56,0.0,0.11,1.3,78.0,22,6.1,402
1523,Crysis 2,PS3,2011,0.46,0.56,0.06,0.21,1.29,85.0,54,7.2,406
1529,Dying Light,XOne,2015,0.86,0.3,0.01,0.12,1.29,74.0,26,7.8,387
1530,Fallout 4,PC,2015,0.51,0.67,0.0,0.1,1.29,84.0,38,5.4,7512
1531,Sonic Colors,DS,2010,0.69,0.47,0.01,0.12,1.29,79.0,26,7.9,66
1532,Assassin's Creed: Rogue,PS3,2014,0.46,0.56,0.06,0.2,1.29,72.0,53,7.5,292
1536,The Elder Scrolls Online,XOne,2015,0.78,0.38,0.0,0.12,1.28,77.0,11,8.4,613
1537,Champions of Norrath,PS2,2004,0.63,0.49,0.0,0.16,1.28,85.0,51,8.4,57
1543,Manhunt,PS2,2003,0.63,0.49,0.0,0.16,1.28,76.0,47,8.3,136
1545,Silent Hill 2,PS2,2001,0.62,0.49,0.0,0.16,1.28,89.0,34,8.9,557
1546,Castlevania: Symphony of the Night,PS,1997,0.58,0.4,0.21,0.08,1.27,93.0,12,9.4,358
1549,The Sims 2: Nightlife,PC,2005,1.22,0.05,0.0,0.0,1.27,76.0,31,6.6,71
1550,Dark Souls II,PS3,2014,0.4,0.33,0.4,0.15,1.27,91.0,69,8.1,1107
1551,Kid Icarus: Uprising,3DS,2012,0.48,0.35,0.36,0.07,1.27,83.0,75,8.7,487
1552,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,0.44,0.29,0.47,0.07,1.27,59.0,46,6.3,134
1559,Metal Gear Solid V: Ground Zeroes,PS4,2014,0.45,0.47,0.17,0.18,1.27,75.0,70,6.2,1311
1561,.hack//Infection Part 1,PS2,2002,0.49,0.38,0.26,0.13,1.27,75.0,35,8.5,60
1563,Valkyria Chronicles,PS3,2008,0.71,0.19,0.24,0.13,1.27,86.0,60,8.6,433
1564,WWE '12,X360,2011,0.74,0.4,0.0,0.12,1.27,71.0,52,6.3,89
1565,Sonic Adventure DX: Director's Cut,GC,2003,0.87,0.3,0.06,0.03,1.27,57.0,27,7.9,139
1568,WWE '13,X360,2012,0.72,0.44,0.0,0.11,1.27,78.0,46,8,110
1569,Final Fantasy X / X-2 HD Remaster,PS3,2013,0.43,0.36,0.32,0.16,1.27,85.0,50,8.5,332
1574,Football Manager 2011,PC,2010,0.0,1.01,0.0,0.25,1.26,85.0,23,8.4,77
1579,Tomb Raider: Underworld,PS3,2008,0.45,0.55,0.05,0.22,1.26,75.0,42,7.2,166
1581,LEGO Battles,DS,2009,0.77,0.37,0.0,0.11,1.25,65.0,29,8.9,51
1583,Saints Row IV,PS3,2013,0.56,0.41,0.09,0.19,1.25,76.0,26,6.3,278
1587,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,0.94,0.16,0.02,0.13,1.25,63.0,64,6.9,223
1591,Need for Speed: Most Wanted,X360,2005,1.0,0.13,0.02,0.1,1.25,83.0,54,8.5,134
1592,Pokemon XD: Gale of Darkness,GC,2005,0.71,0.19,0.31,0.03,1.25,64.0,27,8.3,74
1593,Black,PS2,2006,1.01,0.04,0.03,0.16,1.25,79.0,62,8.4,194
1594,Tom Clancy's Rainbow Six: Vegas,PS3,2007,0.47,0.53,0.03,0.22,1.25,86.0,32,7.6,81
1595,LittleBigPlanet PS Vita,PSV,2012,0.35,0.61,0.02,0.27,1.25,88.0,71,8.6,348
1596,Pokemon Super Mystery Dungeon,3DS,2015,0.48,0.35,0.34,0.08,1.25,69.0,44,8.8,190
1597,RollerCoaster Tycoon 2,PC,2002,1.19,0.05,0.0,0.0,1.25,74.0,22,8.5,135
1599,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,0.61,0.48,0.0,0.16,1.25,52.0,37,6.2,106
1602,Ratchet: Deadlocked,PS2,2005,0.85,0.03,0.22,0.14,1.24,81.0,51,8.9,155
1604,Baldur's Gate: Dark Alliance,PS2,2001,0.61,0.48,0.0,0.16,1.24,87.0,29,8.3,90
1610,Star Wars Episode III: Revenge of the Sith,XB,2005,0.82,0.38,0.0,0.04,1.24,61.0,44,8.1,54
1611,[Prototype],PS3,2009,0.65,0.4,0.0,0.19,1.24,79.0,53,7.7,308
1613,FIFA Street,PS3,2012,0.12,0.89,0.0,0.23,1.23,76.0,36,6.4,66
1616,Ninja Gaiden,XB,2004,0.92,0.2,0.07,0.04,1.23,91.0,89,8.8,152
1619,Driv3r,PS2,2004,0.6,0.47,0.0,0.16,1.23,57.0,51,5.5,102
1620,Assassin's Creed: Bloodlines,PSP,2009,0.43,0.47,0.05,0.28,1.23,63.0,38,7.2,69
1623,LEGO The Lord of the Rings,X360,2012,0.64,0.49,0.0,0.11,1.23,80.0,49,8.5,73
1627,Hyrule Warriors,WiiU,2014,0.58,0.42,0.13,0.1,1.23,76.0,81,8.3,662
1634,2010 FIFA World Cup South Africa,PS3,2010,0.3,0.64,0.07,0.22,1.23,82.0,56,7.8,57
1635,Tales of Xillia,PS3,2011,0.29,0.18,0.67,0.09,1.22,78.0,65,8.2,468
1645,Golden Sun: The Lost Age,GBA,2002,0.61,0.27,0.27,0.07,1.22,86.0,29,9.5,150
1647,Max Payne,XB,2001,0.98,0.19,0.0,0.05,1.22,89.0,24,8.3,61
1654,Final Fantasy IV,DS,2007,0.51,0.04,0.62,0.05,1.21,85.0,52,7.7,164
1655,Star Wars: Battlefront II,PSP,2005,1.05,0.05,0.01,0.1,1.21,69.0,22,8.5,111
1656,Super Street Fighter IV: 3D Edition,3DS,2011,0.55,0.44,0.14,0.09,1.21,85.0,69,8.1,206
1657,Sly Cooper and the Thievius Raccoonus,PS2,2002,1.03,0.14,0.0,0.04,1.21,86.0,41,8.6,184
1658,WWE 2K16,PS4,2015,0.41,0.6,0.0,0.2,1.21,73.0,47,7.4,237
1660,Dino Crisis 2,PS,2000,0.34,0.49,0.28,0.1,1.21,86.0,13,9,91
1664,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,0.42,0.46,0.15,0.18,1.21,76.0,34,8.3,130
1666,Battlefield: Hardline,XOne,2015,0.72,0.37,0.01,0.11,1.21,71.0,27,5.1,299
1668,Bayonetta,PS3,2009,0.44,0.39,0.21,0.16,1.21,87.0,54,7.7,355
1670,Boom Blox,Wii,2008,0.71,0.38,0.0,0.12,1.21,85.0,61,8.6,105
1676,F1 2011,PS3,2011,0.12,0.74,0.11,0.24,1.2,82.0,36,7.1,55
1678,Pikmin 2,GC,2004,0.48,0.13,0.56,0.03,1.2,90.0,54,9.1,137
1684,Enter the Matrix,XB,2003,0.72,0.43,0.01,0.04,1.2,65.0,33,7.1,75
1690,LEGO Batman 2: DC Super Heroes,PS3,2012,0.5,0.5,0.0,0.19,1.19,81.0,28,7.5,81
1691,Captain Toad: Treasure Tracker,WiiU,2014,0.53,0.38,0.19,0.09,1.19,81.0,78,8.6,377
1694,Destiny: The Taken King,XOne,2015,0.85,0.23,0.0,0.12,1.19,89.0,11,5.2,393
1695,Scarface: The World is Yours,PS2,2006,0.99,0.04,0.0,0.16,1.19,75.0,46,8.6,113
1705,Metal Gear Solid: Portable Ops,PSP,2006,0.38,0.35,0.38,0.08,1.18,87.0,54,8.2,147
1710,Injustice: Gods Among Us,PS3,2013,0.48,0.5,0.01,0.2,1.18,78.0,37,7.9,282
1716,One Piece: Pirate Warriors,PS3,2012,0.01,0.23,0.86,0.08,1.18,64.0,33,6.5,55
1719,Gun,PS2,2005,0.98,0.04,0.0,0.16,1.17,77.0,43,8.7,70
1720,Ty the Tasmanian Tiger,PS2,2002,0.57,0.45,0.0,0.15,1.17,70.0,14,8.8,60
1721,Resident Evil: Operation Raccoon City,PS3,2012,0.48,0.24,0.36,0.1,1.17,52.0,36,4.9,222
1725,WWE '12,PS3,2011,0.53,0.45,0.02,0.17,1.17,72.0,28,6.9,80
1730,Grand Theft Auto V,PC,2015,0.39,0.69,0.0,0.09,1.17,96.0,57,7.9,3756
